polled_at_utc,state,site_id,lat,lng,temp_f,short_forecast,precip_pct,wind_mph,snow,ice,is_rain,is_heavy_rain,state_severe_alert,m_weather_delta
2026-09-09T00:00:12Z,IL,IL00055IN010400050,39.8627,-89.5948,89,Mostly Clear,0,7,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00039IN008500036,41.7236,-89.0062,79,Partly Cloudy,0,10,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00064IE008500039,38.273,-88.8496,86,Mostly Clear,0,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IS007900047,38.0962,-88.9138,89,Mostly Clear,0,3,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00039IS008500026,41.7285,-89.0105,79,Partly Cloudy,0,10,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IN022200048,39.9218,-88.299,83,Mostly Clear,0,6,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IW002800020,41.2141,-90.3308,84,Mostly Clear,1,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00080IW011700016,41.4473,-88.3285,81,Partly Cloudy,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IS026800022,40.5613,-88.0615,81,Partly Cloudy,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IS022200054,39.9314,-88.3043,83,Mostly Clear,0,6,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00055IS002700019,38.8723,-89.8511,85,Mostly Clear,0,6,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IE015600037,40.2732,-88.6762,83,Mostly Clear,1,7,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00064IW013000053,38.2322,-87.9882,88,Partly Cloudy,6,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00072IW015200014,39.9888,-88.7852,83,Mostly Clear,0,7,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00070IE002700042,38.7849,-89.7023,86,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IW015600009,40.2711,-88.6701,82,Mostly Clear,1,7,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00070IW002700015,38.7884,-89.6889,85,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IS011400023,38.5965,-88.9677,86,Mostly Clear,0,3,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00070IE008600051,39.0651,-88.6745,90,Mostly Clear,1,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00055IN002700029,38.8649,-89.8532,85,Mostly Clear,0,6,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IN011400033,38.5963,-88.9638,86,Mostly Clear,0,3,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IE002800030,41.2334,-90.333,84,Mostly Clear,1,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IN026800032,40.5505,-88.0605,81,Partly Cloudy,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00055IS019400021,40.8371,-88.6833,81,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00064IE002500038,38.5481,-89.7731,86,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00024IW003700010,37.1593,-88.6798,86,Mostly Clear,0,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IW020800052,40.1298,-87.7441,78,Partly Cloudy,0,3,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00064IW002500011,38.5491,-89.7633,86,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00080IW005100013,41.3937,-89.5591,82,Mostly Clear,1,10,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00055IS006400017,39.3523,-89.6447,84,Mostly Clear,0,6,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00072IE015200041,39.9923,-88.7827,83,Mostly Clear,0,7,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IS033300046,41.3918,-87.7749,80,Partly Cloudy,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00080IE005100040,41.3938,-89.5665,82,Mostly Clear,1,10,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00055IN006400027,39.3465,-89.6408,85,Mostly Clear,0,6,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00055IN014900028,40.3599,-89.1099,82,Mostly Clear,1,8,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00055IN019400031,40.8234,-88.6875,81,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00080IE011700043,41.4314,-88.3454,81,Partly Cloudy,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00064IW008500012,38.2766,-88.8012,85,Mostly Clear,0,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IN007900034,38.0297,-88.9203,88,Mostly Clear,0,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IE011400005,40.6125,-89.245,80,Mostly Clear,1,7,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IW006200004,40.8802,-90.0895,86,Clear,1,7,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IN033300049,41.3892,-87.7729,80,Partly Cloudy,0,5,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00070IW008700045,39.0679,-88.6704,90,Mostly Clear,1,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00057IS016500018,39.1993,-88.502,86,Mostly Clear,1,2,False,False,False,False,False,0.0
2026-09-09T00:00:12Z,IL,IL00074IW011400006,40.6111,-89.2323,80,Mostly Clear,1,7,False,False,False,False,False,0.0
