polled_at_utc,state,site_id,lat,lng,temp_f,short_forecast,precip_pct,wind_mph,snow,ice,is_rain,is_heavy_rain,state_severe_alert,m_weather_delta
2026-07-29T00:13:44Z,IL,IL00055IN002700029,38.8649,-89.8532,91,Mostly Cloudy,2,8,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00080IW011700016,41.4473,-88.3285,82,Mostly Clear,0,10,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IW002800020,41.2141,-90.3308,80,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IN019400031,40.8234,-88.6875,82,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00064IE008500039,38.273,-88.8496,87,Mostly Cloudy,2,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IN033300049,41.3892,-87.7729,74,Mostly Clear,0,10,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IN007900034,38.0297,-88.9203,86,Mostly Cloudy,3,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IW006200004,40.8802,-90.0895,81,Partly Cloudy,0,3,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00064IW013000053,38.2322,-87.9882,87,Partly Cloudy,2,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IS033300046,41.3918,-87.7749,74,Mostly Clear,0,10,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IN006400027,39.3465,-89.6408,88,Partly Cloudy,0,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IS026800022,40.5613,-88.0615,81,Mostly Clear,0,10,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00039IS008500026,41.7285,-89.0105,79,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IS019400021,40.8371,-88.6833,82,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IS007900047,38.0962,-88.9138,86,Mostly Cloudy,2,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00039IN008500036,41.7236,-89.0062,81,Mostly Clear,0,10,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IS006400017,39.3523,-89.6447,88,Partly Cloudy,0,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IW020800052,40.1298,-87.7441,80,Partly Cloudy,0,8,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IN014900028,40.3599,-89.1099,80,Partly Cloudy,0,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00080IE011700043,41.4314,-88.3454,79,Mostly Clear,0,10,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00024IW003700010,37.1593,-88.6798,85,Mostly Cloudy,5,3,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IN011400033,38.5963,-88.9638,90,Partly Cloudy,1,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00070IE008600051,39.0651,-88.6745,81,Mostly Cloudy,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00070IE002700042,38.7849,-89.7023,91,Mostly Cloudy,2,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00064IW002500011,38.5491,-89.7633,89,Mostly Cloudy,3,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IE015600037,40.2732,-88.6762,78,Partly Cloudy,0,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00064IE002500038,38.5481,-89.7731,93,Mostly Cloudy,3,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00080IE005100040,41.3938,-89.5665,82,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IS022200054,39.9314,-88.3043,78,Partly Cloudy,0,8,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00072IE015200041,39.9923,-88.7827,79,Partly Cloudy,0,8,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00080IW005100013,41.3937,-89.5591,81,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IS002700019,38.8723,-89.8511,91,Mostly Cloudy,2,8,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00072IW015200014,39.9888,-88.7852,79,Partly Cloudy,0,8,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IN022200048,39.9218,-88.299,78,Partly Cloudy,0,8,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00064IW008500012,38.2766,-88.8012,85,Mostly Cloudy,2,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00070IW002700015,38.7884,-89.6889,87,Partly Cloudy,2,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IE002800030,41.2334,-90.333,80,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IW015600009,40.2711,-88.6701,80,Partly Cloudy,0,9,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IN010400050,39.8627,-89.5948,83,Partly Cloudy,0,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IS011400023,38.5965,-88.9677,90,Partly Cloudy,1,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IN026800032,40.5505,-88.0605,81,Mostly Clear,0,10,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00070IW008700045,39.0679,-88.6704,82,Partly Cloudy,0,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IS016500018,39.1993,-88.502,80,Mostly Cloudy,0,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IE011400005,40.6125,-89.245,83,Mostly Clear,0,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IW011400006,40.6111,-89.2323,81,Partly Cloudy,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00074IE006200001,40.8788,-90.0936,84,Mostly Clear,0,5,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00070IW014900008,39.4228,-87.6617,80,Partly Cloudy,0,9,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IN016500044,39.1898,-88.5031,80,Partly Cloudy,0,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00055IS010400024,39.8871,-89.5966,83,Partly Cloudy,0,6,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IS003200025,37.4699,-89.1329,85,Mostly Cloudy,6,2,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IL,IL00057IN003200035,37.4661,-89.1324,85,Mostly Cloudy,6,2,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IN,322,38.195,-87.8597,86,Partly Cloudy,2,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IN,317,38.5852,-85.7768,86,Mostly Clear,0,7,False,False,False,False,False,0.0
2026-07-29T00:13:44Z,IN,316,38.5859,-85.7809,86,Mostly Clear,0,7,False,False,False,False,False,0.0
